peyrieu,157385.3809875706,800,0.0
lalleyriat,187194.93225333365,200,0.0
sergy,221604.20521148804,1700,0.0
saint martin du frene,169289.21040594898,1100,0.0
saint maurice de beynost,93585.44032261375,3900,1.068542282381464E10
servas,130289.89982527486,1200,0.0
cuzieu,164823.96362049243,400,0.0
jayat,138025.85218070133,1000,0.0
lavours,173189.01869231195,100,0.0
chevroux,122027.40928143183,900,0.0
pollieu,171487.47629266197,200,0.0
beligneux,110635.12529079837,2900,0.0
brenaz,176261.74839849476,100,0.0
benonces,146110.41718609136,300,0.0
saint jean le vieux,147172.4303391213,1600,0.0
beauregard,80976.33615423694,900,0.0
oyonnax,187576.3516363092,23100,2.6122695943572803E11
mionnay,93842.6809979243,2100,0.0
germagnat,169164.40830569997,100,0.0
coligny,162650.4108480801,1200,0.0
simandre sur suran,160282.83927086066,700,0.0
l abergement clemenciat,105831.42617828555,800,0.0
lescheroux,143242.67234007947,700,0.0
ornex,233654.45227972147,3200,4.2798242885731163E9
dommartin,123964.86491495825,800,0.0
lompnas,147693.03869452,200,0.0
bettant,139687.01178074765,700,0.0
armix,157210.211924734,0,0.0
feillens,112517.33340601464,3100,8.887519546802065E9
chavornay,170922.93886670895,200,0.0
challex,214543.21985371335,1100,0.0
vongnes,168995.24197755894,100,0.0
magnieu,167177.09669725492,400,0.0
groissiat,178953.97147452456,1100,0.0
dompierre sur chalaronne,103225.68708082265,400,0.0
montluel,102953.76707039634,6800,3.885239087235083E10
le poizat,185494.57437116822,400,0.0
hostiaz,154840.49973986208,100,0.0
montanges,196612.249541566,300,0.0
sainte julie,128480.00605894378,800,0.0
bey,102732.43802036776,200,0.0
sonthonnax la montagne,173071.48235700003,300,0.0
mezeriat,122235.42785474706,2000,0.0
bellignat,182479.27177959288,3500,5.480074477762315E9
saint marcel,101970.74223322056,1200,0.0
belley,162872.1284966368,8800,2.4559143647972878E10
corbonod,186468.14719239486,1200,0.0
neyron,89082.75997855554,2300,0.0
saint paul de varax,125079.06683184831,1500,0.0
pressiat,163291.82378531704,200,0.0
chazey bons,164684.42315015302,700,0.0
servignat,136616.16954018956,200,0.0
marlieux,116486.81172235045,800,0.0
andert et condon,161284.66594852856,300,0.0
hautecourt romaneche,157081.33828598695,700,0.0
crottet,111458.2809404878,1700,0.0
druillat,141891.0458640737,1100,0.0
dompierre sur veyle,130029.43502964395,1200,0.0
perouges,119224.80666543137,1200,0.0
rignieux le franc,121042.70731447276,900,0.0
giron,196860.34499853468,100,0.0
cerdon,158064.7274523457,800,0.0
cruzilles les mepillat,106110.56579245042,800,0.0
lelex,219237.1985849955,200,0.0
lhopital,186470.03833295734,100,0.0
segny,232865.58990653657,1600,0.0
cheignieu la balme,159699.277596898,200,0.0
saint vulbas,125753.55510786308,900,0.0
echallon,193003.76198002952,800,0.0
le montellier,109192.70773868763,200,0.0
martignat,178953.97147452456,1600,0.0
ceyzeriat,147367.46232195536,2600,0.0
montcet,128868.25092100646,700,0.0
vonnas,117942.29641869145,2700,0.0
buellas,130560.14715894955,1600,0.0
saint benigne,126471.01857176858,1100,0.0
chevillard,171776.60113629332,200,0.0
bouligneux,106984.00151069401,300,0.0
contrevoz,159584.59272276153,500,0.0
champdor,168006.31699452022,500,0.0
port,172817.0995399342,900,0.0
surjoux,188407.81229560953,100,0.0
champfromier,200137.96064960907,700,0.0
vesines,111747.47828634862,100,0.0
seillonnaz,144296.47908011815,100,0.0
varambon,140063.9717199801,500,0.0
le grand abergement,175710.9643199125,100,0.0
jassans riottier,79812.70975619143,5900,1.2529332772371202E10
asnieres sur saone,115268.47864109415,100,0.0
condamine,170078.88062917726,400,0.0
lhuis,146669.14006019488,800,0.0
romans,115840.81755626241,600,0.0
pizay,108154.71860766351,800,0.0
certines,140452.9349985981,1500,0.0
ruffieu,173891.45181228715,200,0.0
meximieux,120919.00311408553,7300,3.3079994847675446E10
saint rambert en bugey,147383.90198748672,2200,0.0
ambronay,141634.09344570705,2300,0.0
cize,161062.72632365057,200,0.0
saint germain sur renon,115703.39715977962,200,0.0
villette sur ain,132722.69095670173,700,0.0
dagneux,104646.31887021028,3900,9.555997867830116E9
boissey,127098.59704695702,200,0.0
salavre,161737.4428299232,300,0.0
brion,171708.59733847933,500,0.0
labalme,160675.16581525776,200,0.0
sauverny,237191.71690422628,1100,0.0
montceaux,91265.80302631868,1100,0.0
brenod,170739.78395827225,500,0.0
miserieux,86566.91508007786,1700,0.0
prevessin moens,230123.78029042503,5300,4.345487453482477E9
lent,132767.0071674469,1300,0.0
